match_id,player_id,date,average,average_last4,dismissal_rate,dismissal_rate_last4,av_n,dr_n
3317,7615,2018-05-05,47.0,34.5,11.0,11.0,5.0,1.0
3317,7616,2018-05-05,,,,,0.0,0.0
14702,7617,2018-05-05,,,,,0.0,0.0
14702,7618,2018-05-05,14.538461538461538,8.3125,inf,inf,11.0,1.0
14702,7619,2018-05-05,21.272727272727273,30.5,12.0,12.0,24.0,1.0
14702,7620,2018-05-05,,,,,0.0,0.0
14702,7623,2018-05-05,,,,,0.0,0.0
14702,7624,2018-05-05,20.0,18.6,inf,inf,23.0,1.0
14702,7625,2018-05-05,33.666666666666664,33.666666666666664,,,4.0,0.0
14702,7626,2018-05-05,49.0,47.0,,,5.0,0.0
14702,7627,2018-05-05,14.822222222222223,12.857142857142858,inf,inf,27.0,1.0
13035,7628,2018-05-05,9.0,9.0,30.0,30.0,1.0,1.0
13035,7629,2018-05-05,33.0,41.333333333333336,,,10.0,0.0
13035,7631,2018-05-05,8.5,8.5,14.5,14.5,1.0,1.0
13212,7633,2018-05-05,10.5,10.5,28.25,28.25,3.0,2.0
13212,7634,2018-05-05,19.27777777777778,13.11111111111111,30.5,30.5,23.0,2.0
13212,7635,2018-05-05,,,,,0.0,0.0
13212,7636,2018-05-05,28.647058823529413,37.5,,,18.0,0.0
13212,7637,2018-05-05,34.8,70.0,inf,inf,19.0,2.0
13212,7638,2018-05-05,44.0,36.0,,,11.0,0.0
13212,7639,2018-05-05,21.151515151515152,131.0,114.0,114.0,19.0,2.0
13212,7642,2018-05-05,26.416666666666668,23.0,,,10.0,0.0
10215,7807,2018-05-05,27.0,27.0,,,1.0,0.0
14819,7810,2018-05-05,30.0,40.0,,,13.0,0.0
3317,7913,2018-05-05,24.63888888888889,26.333333333333332,inf,inf,24.0,1.0
13212,7915,2018-05-05,,,,,0.0,0.0
13035,7916,2018-05-05,,,,,0.0,0.0
13035,7917,2018-05-05,8.0,8.0,19.0,19.0,1.0,1.0
14702,7920,2018-05-05,28.272727272727273,30.75,inf,inf,12.0,1.0
13035,7921,2018-05-05,,,,,0.0,0.0
